100%|██████████| 6069/6069 [15:39<00:00,  6.46it/s]
+---------------+-----------------+-------------------+------------------+------+-------+----------+-----------+-------+----------------+------+------+-----+------------------+
|      Name     |        sp       |         ra        |       dec        | teff |  vmag | distance |  diameter |  rot  | Hrs of X < 1.5 | N<15 | N<12 | N<9 |      Start       |
|   HD 204485   |       F0V       | 322.0343788210484 | 32.2253304775759 | 7125 |   --  |  44.676  |     --    |  9.3  |      8.1       |  2   |  0   |  0  | 2022-06-20 23:46 |
|   HD 210715   |       A5V       | 332.7912187644975 | 50.8234123417663 | 8204 | 5.377 | 56.0837  |     --    | 144.0 |      9.5       |  2   |  1   |  0  | 2022-06-20 23:46 |
|   HD 214165   |       F2V       | 338.7509074555827 | 60.8263973193726 | 6548 |  7.08 | 66.2576  |     --    |   --  |      10.2      |  3   |  0   |  0  | 2022-06-20 23:46 |
|   HD 216172A  |       F4V       | 342.2536143149496 | 68.5702232212375 | 6680 |  6.86 | 61.6804  |     --    |  23.0 |      10.7      |  2   |  1   |  1  | 2022-06-20 23:46 |
|   HD 216172B  |       F5V       | 342.2564942343412 | 68.5709241516841 | 6642 |  6.97 | 61.3358  |     --    |  18.6 |      10.7      |  2   |  1   |  1  | 2022-06-20 23:46 |
|   *  35 Vul   |      A1VmA3     | 321.9169047259628 | 27.6085922404367 | 9099 | 5.379 | 58.6655  |     --    |  81.0 |      7.7       |  3   |  0   |  0  | 2022-06-20 23:58 |
|   HD 201671   |       A1V       | 317.6336533071045 | 22.4546167305918 | 9750 |  6.65 | 124.4648 |     --    | 128.0 |      7.1       |  3   |  1   |  1  | 2022-06-20 23:58 |
|   HD 203858   |       A2V       | 321.0310296502835 | 25.3124214012842 | 9376 |  6.19 | 178.3962 |     --    |  14.0 |      7.5       |  6   |  2   |  0  | 2022-06-20 23:58 |
|   * alf Lac   |       A1V       |   337.8229221208  |  50.2824911667   | 9840 |  3.77 | 30.8249  |     --    | 128.0 |      9.5       |  3   |  0   |  0  | 2022-06-21 00:04 |
|   HD 195922   |      A2Vnn      | 308.4737905872836 | 10.0597545581889 | 9057 | 6.536 | 122.3466 |     --    | 201.0 |      5.7       |  2   |  0   |  0  | 2022-06-21 00:04 |
|   HD 219841   |       A2Vs      | 349.3287045682662 | 75.2990234525679 | 8974 |  6.34 | 145.7025 |     --    |  75.0 |      11.1      |  2   |  0   |  0  | 2022-06-21 00:04 |
|   *  14 Peg   |       A1Vs      | 327.4612250703176 | 30.1742100120259 | 9795 | 5.069 | 81.2691  |     --    |  70.0 |      7.9       |  3   |  0   |  0  | 2022-06-21 00:10 |
|   *  66 Psc   |       A1Vn      |    13.64677528    |   19.18841696    | 9226 |  5.79 | 76.7801  | 1860000.0 | 144.0 |      6.9       |  3   |  0   |  0  | 2022-06-21 00:10 |
|   *  16 Del   |       A5V       | 313.9107065133273 | 12.5685724770741 | 8395 |  5.54 | 60.6167  |     --    | 159.0 |      5.9       |  5   |  0   |  0  | 2022-06-21 00:16 |
|   HD 202926   |       F6V       | 319.6331775688643 | 17.9879448090535 | 6536 |  7.35 | 57.4399  |     --    |   --  |      6.7       |  3   |  0   |  0  | 2022-06-21 00:16 |
|   HD 202128   |       A7Vn      | 318.3699452638068 | 15.9823961558922 | 8511 | 6.252 | 102.2809 |     --    | 207.0 |      6.4       |  5   |  0   |  0  | 2022-06-21 00:22 |
|   HD 213520   |       A2V       | 337.8196812486739 | 39.2438187068487 | 7793 |  7.72 | 114.1826 |     --    |   --  |      8.7       |  2   |  0   |  0  | 2022-06-21 00:28 |
|   HD 213660   |       A6V       | 338.1099025779892 | 39.7797315550609 | 8166 |  5.88 | 187.9735 |     --    | 128.0 |      8.8       |  5   |  1   |  0  | 2022-06-21 00:28 |
|   *   6 Equ   |       A2Va      | 317.6304998449672 | 10.0489216546475 | 9078 | 6.057 | 116.466  |     --    |  65.0 |      5.6       |  4   |  0   |  0  | 2022-06-21 00:40 |
|   *   7 And   |       F1V       |   348.1375158304  |  49.4062070853   | 7194 |  4.52 | 24.4014  |     --    |  61.8 |      9.5       |  2   |  0   |  0  | 2022-06-21 00:46 |
|   HD 199942   |       F1Vp      | 315.0166361450338 | 7.5161949457082  | 7311 | 5.995 | 56.3825  |     --    | 159.0 |      5.1       |  2   |  0   |  0  | 2022-06-21 00:46 |
|   HD 208108   |       A0Vs      | 328.4057699737577 | 19.6684635732205 | 9419 | 5.676 |  66.832  |     --    |  29.0 |      6.9       |  4   |  0   |  0  | 2022-06-21 00:46 |
|   HD 219290   |       A0V       | 348.5599233194574 | 50.617894361444  | 9790 |  6.31 | 118.9004 |     --    |  54.0 |      9.6       |  3   |  1   |  0  | 2022-06-21 00:46 |
|   HD 223274   |       A1Vn      | 356.9782024428254 | 67.8068046081988 | 9462 | 5.044 | 94.2596  |     --    | 180.0 |      10.7      |  3   |  0   |  0  | 2022-06-21 00:46 |
|   *   2 And   |       A1V       |    345.65159066   |   42.75779524    | 8954 |   --  | 134.966  |     --    | 212.0 |      9.0       |  3   |  0   |  0  | 2022-06-21 00:52 |
|   HD 216756   |       F4V       | 343.7610302283491 | 37.0768267141099 | 6870 | 5.901 | 42.8035  |     --    |  11.3 |      8.5       |  2   |  1   |  0  | 2022-06-21 00:58 |
|  *  30 Ari A  |       F5V       |  39.2521811479032 | 24.6472188952595 | 6695 |  6.48 | 45.1955  |     --    |  32.0 |      6.4       |  1   |  1   |  1  | 2022-06-21 01:04 |
|   HD 210074   |       F2V:      | 331.8691344135622 | 19.4755263715887 | 6896 |  5.74 | 60.4847  |     --    |   --  |      6.8       |  2   |  0   |  0  | 2022-06-21 01:04 |
|   * bet Equ   |       A3V       | 320.7233902157192 | 6.8111423544139  | 8913 | 5.148 | 88.7343  |    6.0    |  58.0 |      5.1       |  6   |  2   |  0  | 2022-06-21 01:10 |
|   HD 209421   |       F4V       | 330.7293583011293 | 15.7824614614195 | 6917 |  7.25 | 110.4875 |     --    |   --  |      6.4       |  4   |  0   |  0  | 2022-06-21 01:10 |
|   HD 220105   |       A3Vn      | 350.1837422934715 | 44.1161664034209 | 8091 |  6.24 |  73.36   |     --    | 259.0 |      9.0       |  4   |  1   |  0  | 2022-06-21 01:10 |
|   *  17 Peg   |      A2Vnn      | 329.2348826484806 | 12.076489001935  | 9247 | 5.533 | 131.8705 |     --    | 308.8 |      5.8       |  2   |  0   |  0  | 2022-06-21 01:22 |
|   *  33 Ari   |      A2/3V      |  40.1711422124274 | 27.0609495733286 | 8710 | 5.296 |  76.151  |     --    | 107.0 |      6.5       |  2   |  2   |  0  | 2022-06-21 01:22 |
|   *  39 Peg   |       F1V       |  338.14783721007  | 20.230020613262  | 7031 |   --  | 53.5776  | 1090000.0 |  94.0 |      6.9       |  4   |  0   |  0  | 2022-06-21 01:22 |
|   HD 223552   |       F3V       | 357.5926385903353 | 51.6216602588773 | 6723 | 6.472 | 41.1729  |     --    |  91.0 |      9.6       |  3   |  0   |  0  | 2022-06-21 01:22 |
|   HD 206751   |       F2V       | 326.0330081057713 | 7.1582546279445  | 6811 |  7.44 | 94.1708  |     --    |   --  |      5.2       |  7   |  1   |  1  | 2022-06-21 01:28 |
|   *  41 Peg   |       A2V       | 339.9458798200595 | 19.6811269334105 | 9183 | 6.324 | 198.6531 |     --    |  25.0 |      6.8       |  2   |  1   |  0  | 2022-06-21 01:34 |
|   HD  21402   |       A2V       |  52.0862459997628 | 33.8075578826418 | 9120 |  5.73 | 108.6531 |     --    |  44.0 |      6.0       |  3   |  0   |  0  | 2022-06-21 01:34 |
|   HD      3   |     A0Vn_lB     |  1.2906580108851  | 45.2290302397615 | 9057 |  6.71 | 163.1561 |     --    | 228.0 |      9.1       |  4   |  1   |  0  | 2022-06-21 01:52 |
|   HD   6798   |       A3V       |  18.0700722854841 | 79.6739640133134 | 9419 |  5.6  | 80.7005  | 1570000.0 | 207.0 |      9.7       |  4   |  1   |  0  | 2022-06-21 01:52 |
|   HD 211287   |       A1Vn      |  333.999284129075 | 8.5495725872408  | 9616 | 6.192 | 123.2635 |     --    | 228.0 |      5.4       |  4   |  1   |  0  | 2022-06-21 01:52 |
|   HD 219487   |       F5V       | 348.9911982391849 | 24.770941715897  | 6988 | 6.567 | 44.8179  |     --    |   --  |      7.4       |  2   |  0   |  0  | 2022-06-21 01:52 |
|   HD 220242   |       F5V       | 350.4927103620311 | 26.6089102412419 | 7049 | 6.586 | 71.1045  |     --    |   --  |      7.6       |  3   |  0   |  0  | 2022-06-21 01:52 |
|   HD   1561   |       A0Vs      |   5.021525932825  | 48.8654474155446 | 9078 |  6.53 | 283.6075 |     --    |  60.0 |      9.4       |  3   |  0   |  0  | 2022-06-21 01:58 |
|   HD   1185   |      A2VpSi     |  4.0897027472555  | 43.595050262805  | 8913 |  6.15 | 98.4039  |     --    | 128.0 |      9.0       |  5   |  3   |  0  | 2022-06-21 02:04 |
|   HD 218235   |       F6Vs      | 346.5755871536948 | 18.5177646139391 | 6571 |   --  | 41.9762  |     --    |   --  |      6.7       |  2   |  0   |  0  | 2022-06-21 02:04 |
|   HD   4222   |       A2Vs      |  11.3215549563489 | 55.2213972664077 | 9162 |  5.41 | 110.2378 |     --    |  36.0 |      9.4       |  2   |  1   |  0  | 2022-06-21 02:10 |
|   * sig And   |       A2V       |    4.5819060621   |  36.7852251817   | 8770 |  4.52 | 42.0267  |     --    | 123.0 |      8.5       |  5   |  0   |  0  | 2022-06-21 02:22 |
|   HD 216900   |       A3Vs      | 344.2144725780526 | 11.8483290505903 | 8128 |  6.52 | 87.1756  |     --    |  67.0 |      5.8       |  2   |  1   |  0  | 2022-06-21 02:22 |
|   *  75 Peg   |       A0Vn      | 354.4866771233139 | 18.4006656704909 | 9572 | 5.482 | 73.9486  |     --    | 233.0 |      6.7       |  4   |  0   |  0  | 2022-06-21 02:34 |
|   HD   6028   |       A3V       |  15.5769257669216 | 51.0349460947021 | 8730 |  6.49 | 180.1769 |     --    |  96.0 |      9.0       |  5   |  1   |  0  | 2022-06-21 02:34 |
|   V* GO And   | A3VpSiSrCrEuKsn |  12.5761067986307 | 45.0022621978965 | 9811 |  6.15 | 107.2685 | 2660000.0 |  42.0 |      9.0       |  7   |  2   |  0  | 2022-06-21 02:34 |
|   *  74 Peg   |       A1V       | 354.4155980955198 | 16.8254961929304 | 9141 | 6.249 | 117.7468 |     --    |  23.0 |      6.5       |  5   |  1   |  0  | 2022-06-21 02:40 |
|   HD 217186   |       A1V       | 344.6776031475042 |  7.340080515555  | 9190 |  6.34 |  98.431  |     --    |  60.0 |      5.1       |  2   |  1   |  0  | 2022-06-21 02:46 |
|   V* GR And   |    A5VpSiSrCr   |  7.1190389773738  | 32.4377442031295 | 8542 |  6.91 |  186.86  | 3580000.0 |   --  |      8.1       |  5   |  1   |  0  | 2022-06-21 02:46 |
|   *  47 Cas   |       F0V       |   31.2809342804   |   77.281340055   | 6970 | 5.268 | 38.7534  |     --    |   --  |      8.7       |  4   |  1   |  0  | 2022-06-21 02:52 |
|  V* V357 And  |       A2V       |  13.2224100186876 | 38.5488321477269 | 9268 | 6.688 | 248.6634 |     --    | 121.0 |      8.7       |  5   |  1   |  0  | 2022-06-21 02:52 |
|   *  48 Cas   |       A3Va      |    30.48937644    |   70.90702507    | 8204 |  4.54 | 37.8829  |     --    |  81.0 |      8.6       |  2   |  0   |  0  | 2022-06-21 02:58 |
|   *  50 Cas   |       A2V       |   30.8587757542   |  72.4212938186   | 9410 | 3.938 | 44.6842  |     --    |  91.0 |      8.6       |  2   |  0   |  0  | 2022-06-21 02:58 |
|   HD   3790   |       F4V       |  10.2197150576123 | 31.116600921374  | 6547 |  7.59 | 61.1602  |     --    |   --  |      8.0       |  3   |  0   |  0  | 2022-06-21 02:58 |
|   HD  10587   |       A2V       |  26.1923788209763 | 57.0892327530442 | 8913 |  6.24 | 158.0578 |     --    | 196.0 |      8.5       |  3   |  0   |  0  | 2022-06-21 03:04 |
|   HD  11946   |       A0Vn      |  29.9084886506387 | 64.6215989089293 | 9874 | 5.278 | 79.6331  |     --    | 312.0 |      8.5       |  3   |  1   |  0  | 2022-06-21 03:04 |
|   V* HN And   |     A4VpSrSi    |  21.0778177655219 | 43.1421192507213 | 9333 | 6.676 | 290.9429 | 4840000.0 |   --  |      8.3       |  3   |  0   |  0  | 2022-06-21 03:16 |
|   *  82 Peg   |       A4Vn      | 358.1546057935071 | 10.9472862293783 | 8185 |  5.3  | 55.9619  |     --    | 165.0 |      5.7       |  3   |  2   |  0  | 2022-06-21 03:22 |
|    * g Psc    |       F0V       |  17.7781885244572 | 31.4247266900742 | 7534 | 5.152 | 232.5906 |     --    |  96.0 |      8.1       |  6   |  0   |  0  | 2022-06-21 03:28 |
|   HD 222602   |       A3Vn      | 355.4862085361959 | 7.2505474398811  | 8954 | 5.891 | 95.9251  |     --    | 234.7 |      5.1       |  4   |  1   |  0  | 2022-06-21 03:28 |
|   HD   6093   |       F7V       |  15.6484241380169 | 27.7479535487535 | 6523 |  6.87 | 45.9929  |     --    |   --  |      7.6       |  3   |  0   |  0  | 2022-06-21 03:34 |
|   *  31 Psc   |       A6V       |  0.6006940955174  | 8.9568236488622  | 7852 | 6.325 | 124.3781 |     --    |  16.0 |      5.4       |  7   |  1   |  0  | 2022-06-21 03:40 |
|    * c Psc    |       F1V       |    0.6237579854   |   8.4854631419   | 7043 |  5.69 | 37.3341  |     --    |  55.0 |      5.4       |  4   |  0   |  0  | 2022-06-21 03:40 |
|   * ome Psc   |       F4V       |   359.8278776563  |   6.8633211639   | 6659 |   --  | 32.5572  |     --    |  40.3 |      5.1       |  2   |  0   |  0  | 2022-06-21 03:46 |
|   V* RZ Cas   |       A3V       |  42.2312902234048 | 69.634289318002  | 8110 |  6.26 | 65.2963  |     --    |  70.0 |      7.8       |  4   |  1   |  0  | 2022-06-21 03:46 |
|   * ups Psc   |       A3V       |   19.8666370358   |  27.2640598692   | 8892 | 4.748 | 99.2822  |     --    |  91.0 |      7.6       |  2   |  0   |  0  | 2022-06-21 03:52 |
|   HD   8815   |       F6V       |  21.8354609983606 | 29.7709653265655 | 6724 |  7.27 | 63.5586  |     --    |   --  |      7.7       |  3   |  1   |  0  | 2022-06-21 03:52 |
|    * c And    |       A0V       |  34.819987198198  | 47.3799758983489 | 9572 |  5.31 | 83.6603  |     --    |  86.0 |      7.6       |  3   |  0   |  0  | 2022-06-21 03:58 |
|  * psi02 Psc  |       A3V       |  16.9882192296068 | 20.7390859999918 | 8433 | 5.563 | 54.0576  |     --    | 149.0 |      7.0       |  4   |  1   |  0  | 2022-06-21 03:58 |
|   HD   2454   |      F5VSr      |  7.0835171544362  | 10.1898079672478 | 6501 |   --  | 38.0438  |     --    |   --  |      5.6       |  2   |  0   |  0  | 2022-06-21 03:58 |
|   HD  16556   |       F6V       |  40.4202603513285 | 58.9774291379465 | 6554 |  7.08 | 86.4768  |     --    |   --  |      7.6       |  2   |  0   |  0  | 2022-06-21 03:58 |
|   HD  16626   |       F2V       |  40.6491591660833 | 61.5935317112963 | 6693 | 7.013 | 55.0109  |     --    |   --  |      7.6       |  2   |  0   |  0  | 2022-06-21 03:58 |
|   HD   7659   |       F6V       |  19.2099102068671 | 21.051859140052  | 6627 | 7.027 | 58.8987  |     --    |   --  |      7.0       |  4   |  0   |  0  | 2022-06-21 04:04 |
|   HD  19978   |       A6V       |  50.0822763304286 | 77.734756765391  | 7780 | 5.444 | 79.0058  |     --    | 119.0 |      7.5       |  2   |  1   |  0  | 2022-06-21 04:04 |
|  *  59 And B  |       A1Vn      |  32.7235702777414 | 39.0433101118927 | 9226 |  6.1  | 134.8327 |     --    | 233.0 |      7.4       |  4   |  1   |  1  | 2022-06-21 04:10 |
|   HD   8634   |       F6V       |  21.398655359284  | 23.5115188304549 | 6520 | 6.187 | 72.4391  |     --    |  33.9 |      7.2       |  8   |  0   |  0  | 2022-06-21 04:10 |
|   *  72 Psc   |    F4V((Sr))    |  16.2723140456535 | 14.9461355903167 | 6625 | 5.631 |  52.553  |     --    |  10.0 |      6.3       |  8   |  1   |  0  | 2022-06-21 04:16 |
|   * eps Tri   |       A2V       |  30.7414913122653 | 33.2841407798433 | 9141 | 5.516 | 111.7731 | 2280000.0 | 107.0 |      7.3       |  4   |  1   |  0  | 2022-06-21 04:16 |
|   HD   6478   |       F2V       |  16.4857401062523 | 15.3824240085905 | 6874 |  7.2  | 151.6507 |     --    |   --  |      6.3       |  4   |  0   |  0  | 2022-06-21 04:16 |
|   * rho Psc   |       F2V       |  21.5635945986876 | 19.1723484982154 | 6817 | 5.344 | 25.5935  |     --    |  60.1 |      6.8       |  3   |  1   |  0  | 2022-06-21 04:22 |
|   HD   6566   |       F6V       |  16.6521769130685 | 13.8846086146393 | 6640 |  7.22 | 57.9905  |     --    |   --  |      6.1       |  4   |  1   |  0  | 2022-06-21 04:22 |
|   *  97 Psc   |     A3Vb_lB     |  22.4702580943989 | 18.3556705687507 | 7834 | 6.023 | 140.8649 |     --    | 136.0 |      6.7       |  5   |  1   |  0  | 2022-06-21 04:28 |
|   * gam Tri   |      A1Vnn      |   34.3286126396   |  33.8471930692   | 9441 |  4.0  | 33.9527  | 1360000.0 | 254.0 |      7.1       |  2   |  0   |  0  | 2022-06-21 04:28 |
|   * lam Ari   |       F0V       |   29.4821519392   |  23.5960637597   | 7311 | 4.766 | 40.0972  |     --    | 107.0 |      6.9       |  4   |  2   |  1  | 2022-06-21 04:40 |
|   HD  16350   |      B9.5V      |  39.6164816510405 | 38.0891428385379 | 9840 | 6.287 | 210.9883 |     --    |  22.0 |      6.9       |  3   |  1   |  0  | 2022-06-21 04:40 |
|   *  10 Tri   |       A2V       |  34.7374727465605 | 28.6426764141486 | 9260 | 5.291 | 109.5494 |     --    |  22.0 |      6.8       |  3   |  0   |  0  | 2022-06-21 04:46 |
|   HD  23277   |    kA2hA6VmA7   |  57.3072429065935 | 70.8710517158485 | 9164 | 5.391 | 113.8913 |     --    |  41.0 |      6.8       |  2   |  1   |  0  | 2022-06-21 04:46 |
|  V* V521 Per  |      A3Vnn      |  46.9472613679103 | 47.3087066991816 | 8570 | 6.375 | 87.5848  |     --    | 285.0 |      6.7       |  2   |  0   |  0  | 2022-06-21 04:52 |
|   * pi. Per   |       A2Vn      |  44.6902857412977 | 39.6627281085135 | 9290 |  4.7  |  92.767  |     --    | 186.0 |      6.6       |  3   |  0   |  0  | 2022-06-21 04:58 |
|   * pi. Psc   |       F0V       |  24.2746607957504 | 12.1417403204864 | 6881 | 5.535 | 33.2934  |     --    | 103.8 |      5.9       |  2   |  0   |  0  | 2022-06-21 04:58 |
|  * zet Psc B  |       F7V       |  18.4385618493721 | 7.5782440730054  | 6848 |  6.1  | 41.2376  |     --    |  25.0 |      5.2       |  3   |  2   |  1  | 2022-06-21 04:58 |
|   HD  17240   |       A9V       |  41.7648962517433 | 35.5546749951292 | 6910 |  6.25 | 49.8075  |     --    |   --  |      6.6       |  2   |  0   |  0  | 2022-06-21 04:58 |
|   HD  23523   |       A5Vn      |  57.4024520823284 | 63.2969528857625 | 7691 | 5.817 | 66.9031  |     --    | 270.0 |      6.6       |  2   |  0   |  0  | 2022-06-21 04:58 |
|   HD  14262   |     A9V+F/G     |  34.7414327705195 | 23.1678196421116 | 7178 | 6.441 | 127.1569 |     --    | 123.0 |      6.5       |  4   |  1   |  0  | 2022-06-21 05:04 |
|    * l Per    |       A3V       |  50.3606551305209 | 43.3296503903749 | 8872 | 4.946 | 45.6903  |     --    | 144.0 |      6.4       |  4   |  0   |  0  | 2022-06-21 05:10 |
|   * tet Ari   |       A1Vn      |  34.5313759100382 | 19.9011588117873 | 9441 | 5.572 | 131.4337 |     --    | 186.0 |      6.4       |  2   |  2   |  0  | 2022-06-21 05:10 |
|   *  54 Cet   |       F0Vs      |  27.7165523464619 | 11.0433783601752 | 7099 | 5.922 |  42.027  |     --    |  12.7 |      5.8       |  2   |  0   |  0  | 2022-06-21 05:16 |
|   HD  21844   |       F1V       |  53.3373732519107 | 47.9500471849058 | 6816 |  6.59 | 91.2342  |     --    |   --  |      6.3       |  5   |  1   |  0  | 2022-06-21 05:16 |
|   *  26 Ari   |       A9V       |  37.6600719636839 | 19.8553032566154 | 7413 |  6.13 | 72.5637  |     --    | 174.0 |      6.2       |  4   |  0   |  0  | 2022-06-21 05:22 |
|   HD  16955   |       A3V       |  40.9635141954912 | 25.6383475307197 | 8892 |  6.39 | 112.353  |     --    | 175.0 |      6.2       |  11  |  3   |  0  | 2022-06-21 05:22 |
|   HD  21038   |       A0V       |  51.289110838745  | 41.2573004167644 | 9661 |  6.52 | 184.6245 |     --    | 133.0 |      6.2       |  2   |  2   |  0  | 2022-06-21 05:22 |
|   HD  23623   |       F6Vp      |  57.2258277967196 | 50.840248683682  | 6885 |  7.38 | 70.1902  |     --    |   --  |      6.2       |  4   |  0   |  0  | 2022-06-21 05:22 |
|   *  43 Per   |       F5V       |  59.1521660479872 | 50.6953766085944 | 6637 |   --  | 38.4528  |     --    |  17.0 |      6.1       |  2   |  0   |  0  | 2022-06-21 05:28 |
|   * nu. Ari   |       A7V       |  39.7041353840286 | 21.9614020202986 | 7889 | 5.451 | 85.2871  |     --    | 133.0 |      6.1       |  5   |  1   |  0  | 2022-06-21 05:28 |
|   HD  18928   |       F0V       |  45.8757105031287 | 28.2699251392749 | 7225 |  6.36 | 52.7835  |     --    | 175.0 |      6.0       |  7   |  0   |  0  | 2022-06-21 05:34 |
|   HD  20193   |      F4Vwv      |  48.9464234481837 | 32.8567137950001 | 6722 | 6.304 | 54.1126  |     --    |  23.0 |      6.0       |  5   |  0   |  0  | 2022-06-21 05:34 |
|   HD  19600   |       A0V       |  47.5368307077468 | 27.819766145993  | 9868 | 6.412 | 155.046  |     --    |  70.0 |      5.9       |  5   |  1   |  0  | 2022-06-21 05:40 |
|   HD  27402   |       A4V       |  65.7414504705938 | 59.616183083165  | 8318 |  6.18 | 137.9634 |     --    | 180.0 |      5.9       |  2   |  2   |  0  | 2022-06-21 05:40 |
|   HD  26764   |       A2Vn      |   64.17954173711  | 53.6118068939152 | 9036 | 5.187 |  89.865  |     --    | 249.0 |      5.8       |  2   |  0   |  0  | 2022-06-21 05:46 |
|   HD  27322   |       A3V       |  65.4658546923707 | 56.5063152853154 | 8414 |  5.92 | 94.0982  |     --    | 144.0 |      5.8       |  2   |  0   |  0  | 2022-06-21 05:46 |
|   HD  28780   |       A1V       |  69.1008253466273 | 64.261601382312  | 9640 |  5.91 | 159.7801 |     --    |  28.0 |      5.8       |  2   |  0   |  0  | 2022-06-21 05:46 |
|   *  47 Ari   |      F0V(e)     |  44.5217554919028 | 20.6687325843237 | 6933 |   --  | 32.6544  |     --    |  23.5 |      5.7       |  5   |  2   |  0  | 2022-06-21 05:52 |
|   * zet Ari   |       A1V       |  48.7253808871641 | 21.0444431086621 | 9528 | 4.869 | 78.3036  |     --    | 133.0 |      5.5       |  4   |  1   |  0  | 2022-06-21 06:04 |
|   HD  31499   |       F5V       |  75.5232351822052 | 69.1602861609593 | 6548 | 7.122 | 68.8454  |     --    |   --  |      5.5       |  5   |  1   |  0  | 2022-06-21 06:04 |
|   *   2 Cam   |       A8V       |  69.9919244502183 | 53.4729070590194 | 7031 |   --  | 65.2656  |     --    | 168.2 |      5.4       |  2   |  0   |  0  | 2022-06-21 06:10 |
|   *  85 Cet   |       A2V       |  40.620563238383  | 10.7417306912102 | 8810 |  6.31 | 121.6486 |     --    |  18.0 |      5.4       |  2   |  0   |  0  | 2022-06-21 06:10 |
|   HD  24167   |       A5V       |  58.0185368097467 | 31.168592512887  | 7745 | 6.212 | 111.5748 |     --    | 180.0 |      5.4       |  2   |  0   |  0  | 2022-06-21 06:10 |
|   HD  32715   |       F3V:      |  77.4354398235723 | 64.9194897411884 | 6615 |   --  | 39.2954  |     --    |  42.0 |      5.3       |  5   |  0   |  0  | 2022-06-21 06:16 |
|   *   5 Cam   |      B9.5V      |  73.7630562690737 | 55.2591258274551 | 9931 |  5.52 | 236.1387 |     --    | 102.0 |      5.2       |  2   |  1   |  0  | 2022-06-21 06:22 |
|    * m Per    |       F0V       |  68.353762920949  | 43.0638929575077 | 6704 | 6.078 | 60.8791  |     --    |  90.4 |      5.2       |  2   |  0   |  0  | 2022-06-21 06:22 |
|   HD  30752   |       A2V       |  73.2907566047271 | 52.8411547023517 | 8831 |  6.4  | 148.4781 |     --    | 112.0 |      5.2       |  2   |  0   |  0  | 2022-06-21 06:22 |
|   HD  34109   |       A2V       |  85.9536489730946 | 85.6683565313336 | 9354 |  6.74 | 182.2722 |     --    | 190.0 |      5.2       |  3   |  0   |  0  | 2022-06-21 06:22 |
|   HD  21335   |       A3V       |  51.7634871652087 | 18.756550560155  | 9376 |  6.57 | 136.2175 |     --    | 217.0 |      5.1       |  2   |  1   |  0  | 2022-06-21 06:28 |
|   HD  23387   |       A1V       |  56.4074660850143 | 24.3356573072691 | 9581 |  7.19 | 103.491  |     --    |  18.0 |      5.1       |  3   |  0   |  0  | 2022-06-21 06:28 |
|   HD  23763   |       A2V       |  57.1253999083008 | 24.3454982087969 | 8999 |  6.96 | 127.546  |     --    | 100.0 |      5.1       |  2   |  0   |  0  | 2022-06-21 06:28 |
|   HD  24368   |       A2V       |  58.3936647490066 | 25.6828779288598 | 9509 | 6.349 | 178.4535 |     --    |  45.0 |      5.1       |  3   |  0   |  0  | 2022-06-21 06:28 |
+---------------+-----------------+-------------------+------------------+------+-------+----------+-----------+-------+----------------+------+------+-----+------------------+
267
"\nnp.median(a[4]) # med temp\nb = np.array(a)\nb\nnp.median(b[5][b[5] != 'masked'].astype(float))\na[a != 'masked']\na[5]\nnp.median(a[-4])\n"
