Created TAP+ (v1.2.1) - Connection:
	Host: gea.esac.esa.int
	Use HTTPS: True
	Port: 443
	SSL Port: 443
Created TAP+ (v1.2.1) - Connection:
	Host: geadata.esac.esa.int
	Use HTTPS: True
	Port: 443
	SSL Port: 443
+---------------+----------------+-------------------+------------------+------+-------+----------+-----------+-------+----------------+------+------+-----+------------------+
|      Name     |       sp       |         ra        |       dec        | teff |  vmag | distance |  diameter |  rot  | Hrs of X < 1.5 | N<15 | N<12 | N<9 |      Start       |
|   HD  81790   |      F3Vs      | 142.4488863901347 | 55.7452365281819 | 6978 |  6.51 | 45.1496  |     --    |   --  |      5.3       |  2   |  0   |  0  | 2022-01-11 21:29 |
|   HD  84812   |      A9Vn      | 147.5982714526072 | 65.5932276885545 | 7214 | 6.262 | 90.1006  |     --    | 228.0 |      5.3       |  2   |  0   |  0  | 2022-01-11 21:29 |
| * phi02 Cnc B |      A2Vp      | 126.6951385473363 | 26.9343523087889 | 8147 |  6.19 | 108.5965 |     --    | 133.0 |      5.2       |  3   |  1   |  1  | 2022-01-11 21:35 |
|   HD  77093   |      A9Vn      | 135.4198294766656 | 39.7135173512301 | 7178 | 6.386 | 67.1123  |     --    | 195.4 |      5.2       |  4   |  0   |  0  | 2022-01-11 21:35 |
|   HD  79763   |      A1V       | 139.3799119531578 | 46.8172292798644 | 8831 | 5.938 | 106.4974 |     --    |  44.0 |      5.2       |  5   |  0   |  0  | 2022-01-11 21:35 |
|   *   5 Cnc   |     B9.5Vn     | 120.3762012312646 | 16.4553108599053 | 9727 |  5.99 |  160.64  |     --    | 194.0 |      5.1       |  5   |  0   |  0  | 2022-01-11 21:41 |
|   *  28 Cnc   |      F0Vn      | 127.1532610518404 | 24.1449147564234 | 7516 |  6.05 | 100.9683 |     --    | 120.0 |      5.1       |  5   |  0   |  0  | 2022-01-11 21:41 |
|  * sig01 Cnc  |     A8Vam      | 133.1442520492917 | 32.4741625885861 | 7780 | 5.664 | 64.9756  |     --    |  84.0 |      5.1       |  7   |  1   |  0  | 2022-01-11 21:41 |
|   HD  76595   |      A2V       | 134.6141290316053 | 35.802646888895  | 9290 |  6.64 | 240.1652 |     --    |  96.0 |      5.1       |  2   |  0   |  0  | 2022-01-11 21:41 |
|   HD  82380   |      A4V       | 143.2807663456715 | 49.4386724320799 | 8414 |  6.78 | 102.9951 |     --    | 170.0 |      5.1       |  2   |  1   |  0  | 2022-01-11 21:41 |
|   HD  88815   |      F2V       |  154.50453733776  |  73.07352185842  | 7047 | 6.525 | 65.3984  |     --    |  45.0 |      5.1       |  3   |  0   |  0  | 2022-01-11 21:41 |
|   HD  90089   |   F4VkF2mF2    | 157.7689250938108 | 82.5586821008798 | 6897 | 5.252 | 22.7302  |     --    | 41.65 |      5.1       |  4   |  1   |  0  | 2022-01-11 21:41 |
+---------------+----------------+-------------------+------------------+------+-------+----------+-----------+-------+----------------+------+------+-----+------------------+
163
100%|██████████| 6069/6069 [07:08<00:00, 14.18it/s]
"\nvsini = results['ROT_Vsini']\nteff = results['Fe_H_Teff']\n\nplt.scatter(teff, vsini, s=2)\nplt.xlabel('T [K]')\nplt.ylabel('v sin(i) [km/s]')\nplt.show()\n"
